screen_name,id,location,description,url,followers,friends,status_counts
RepRossSpano,1090328229548826627,"Dover, FL",Proudly Representing #FL15 in the U.S. House of Representatives | RTs/follow ≠ endorsement.,https://t.co/s70X5B8YiV,2033,422,400
RepJimBaird,1086316494450032640,"Indiana, USA",Lifelong Hoosier proudly representing the 4th Congressional District.,https://t.co/8voGTCDqS3,2568,394,233
RepHagedorn,1083474782602125318,"Washington, DC","This is the official Twitter account for Congressman Jim Hagedorn, proudly representing the 1st District of Minnesota.
Tweets sent by staff, unless signed ""-JH”",https://t.co/D2A7FksK6h,2633,87,480
RepCasten,1083472286089396224,,"Official twitter account for Rep. Sean Casten, representing #IL06.",https://t.co/hJKrtCC1y8,11518,706,1053
CongressmanJVD,1083469084648505344,South Jersey,Congressman for New Jersey's 2nd District. Republican or Democrat - We are all American. Tweets by staff unless signified.,https://t.co/Tp26SFAMd6,3611,587,378
RepGregSteube,1083125649609506816,"Sarasota, FL",Official Twitter Account for Congressman Greg Steube of Florida's 17th District.,https://t.co/CToQuGL0yJ,5692,309,246
RepKendraHorn,1083019402046513152,"Oklahoma City, OK",Representing Oklahoma's 5th District. Chairwoman of the House Subcommittee on Space and Aeronautics. @womenleadok founder. @girlscouts supporter. #OK5,https://t.co/lZ1mc81o7x,8784,135,461
RepChipRoy,1082790600292925440,"Washington, DC",Proudly representing the people of the 21st Congressional District of Texas.,https://t.co/HpJaJuKlOT,23888,27,1500
RepChuyGarcia,1082427779583541248,,"Progressive Chicagoan, Retired Marathoner. Congressman of #IL04. @TransportDems and @FSCDems. FB/IG: @RepChuyGarcia",https://t.co/XUixIycAnx,6742,854,853
RepMichaelWaltz,1082416697380913152,,"Congressman for #FL6 (Volusia, Flagler, Lake, St Johns Counties), Green Beret, National Guard Lt. Col., former CEO, Author of ""Warrior Diplomat,"" Father.",https://t.co/QOB7UQmYz2,7089,459,1192
RepLucyMcBath,1082380458976051202,,Mother. Fighter. Congresswoman. #GA06,https://t.co/6EUupTzm7o,21870,369,384
RepGregPence,1082369392229400576,,The official Twitter account of U.S. Representative Greg Pence.,https://t.co/BpjKAeMjLx,4995,266,524
Ilhan,1082334352711790593,"Minneapolis, MN and Washington, DC",Representing Minnesota's 5th District in the People's House. @USProgressives Whip and Midwest Regional Whip.,https://t.co/etKOoQglhI,496586,331,1371
RepJohnJoyce,1082311988926124036,,Congressman serving the people of Pennsylvania’s 13th District. Fighting every day for the freedom and prosperity of our nation. #PA13,https://t.co/Bwnmv61Yga,4088,116,581
RepJahanaHayes,1082086081238102018,"Waterbury, CT","Mom, Educator, Congresswoman for CT-05 #hayesinthehouse",https://t.co/xvv9DfqY8M,27693,97,1050
RepEdCase,1081350574589833221,,Proudly representing Hawaii's First Congressional District.,https://t.co/aGmfQAB56h,3034,123,402
RepCarolMiller,1081318716573470720,"Huntington, WV","Wife, mother, grandmother, small business owner, and bison farmer. Proudly serving West Virginia's 3rd Congressional District.",https://t.co/FoIZ4nV66R,4517,129,398
RepJohnRose,1081312310059253763,"Cookeville, TN",U.S. Representative serving Tennessee’s Sixth Congressional District. Proud husband to Chelsea and father to Guy. House Financial Services Committee Member.,https://t.co/nPlQVTzP1F,2775,209,300
RepFinkenauer,1081256295469068288,,I represent the people of Iowa's First Congressional District in the U.S. House of Representatives.,https://t.co/oZmuGt0sI2,7916,33,414
RepMichaelGuest,1081243468327018496,,Representative for Mississippi's Third Congressional District in the U.S. House of Representatives. Christian. Father. Husband.,https://t.co/ahgqjKYGlj,3817,701,386
RepKirkpatrick,1081240074946252801,"Tucson, AZ","Congresswoman representing Arizona's 2nd Congressional District, but my grandchildren call me ""Mumsy!""",https://t.co/98uPA9ejti,5505,489,985
RepKatiePorter,1081222837459996672,"Irvine, CA and Washington, DC",Representative for #CA45. Irvine mom & Consumer Protection Attorney.,https://t.co/PdxzySKeVw,222390,93,801
RepGilCisneros,1080986167003230208,"Yorba Linda, CA","Navy Veteran and Representative for California's 39th District. Member of @VetAffairsDems, @HASCDemocrats, @HispanicCaucus, @CAPAC. Ready to serve.",https://t.co/5REBl6EqoA,7549,442,882
RepBrindisi,1080978331535896576,"New York, USA",Dad. Husband. Problem solver & independent voice for the working families of Upstate New York. Representative of NY’s 22nd Dist. @VetAffairsDems @HouseAgDems,https://t.co/A52jedzkIj,6712,169,1009
SenHawleyPress,1080960924687704064,Missouri,Tweets from the office of U.S. Senator Josh Hawley,https://t.co/P2uqbfyKpN,7348,762,778
RepDMP,1080941062028447744,"Miami, FL","Mom. Immigrant. 1st Ecuadorian-American in Congress. Fighting for lower health care costs, commonsense gun reform & combat climate change. Proudly serve #FL26",https://t.co/P0PnHT1e3h,18007,369,2459
RepMalinowski,1080898026418384897,,"The official Twitter account of the office of Congressman Tom Malinowski, of New Jersey's 7th district.",https://t.co/xKfFUaXQDL,4242,417,317
RepDanCrenshaw,1080894931311431682,"Houston, TX",Proudly representing Texas's Second Congressional District,https://t.co/pvr2a52IbJ,438382,103,443
RepGolden,1080891667308298240,,Proud resident of Lewiston. Raised in Leeds and trained in the Marines. U.S. Congressman putting Mainers first.,https://t.co/cyiLtiZriJ,6640,737,421
RepGregStanton,1080885078425784320,,Proudly serving Arizona's 9th Congressional District,https://t.co/3BRXv6iBwh,4470,1138,387
RepTjCox,1080875913926139910,,"Engineer, dad, small businessman. Serving with @HouseAgDems to grow opportunity in #CA21. Chair, Subcommittee on Oversight and Investigations, @NRDems.",https://t.co/szOHjcJFAj,6437,599,834
SenatorBraun,1080870981877534720,"Jasper, IN","Main Street businessman & Hoosier U.S. Senator from Jasper, IN.",https://t.co/ChBgzUcPIG,8936,111,665
RepCindyAxne,1080865917377097728,"Des Moines, IA",Proud to serve as the U.S. Representative from Iowa's Third Congressional District.,https://t.co/8HYX7IyY9b,9545,342,641
RepRonWright,1080854935535800320,,U.S. Congressman for Texas' 6th District. Member of @HouseForeignGOP & @EdLaborGOP. Proud sixth generation resident of Tarrant County.,https://t.co/NzGiQ66v6o,3724,347,425
RepJoshHarder,1080851152151953410,,Turlock guy. Modesto High grad. Pam’s husband. Foster dog dad. Proudly serving the Central Valley in Congress.,https://t.co/75rDwigQ8m,14089,305,750
RepTorresSmall,1080830346915209216,New Mexico's 2nd Congressional District,Rep. for #NM02. Pronounced So-cheel. NM grown. Public lands lover. Hunter. Runner. Podcast junkie & fmr. band nerd. The only question is: red or green?,https://t.co/ZOrSZpwKm5,12605,269,346
RepDebHaaland,1080695666760929280,"Albuquerque, NM","She/Her, Representing #NM CD1, one of the 1st Native American women serving in Congress. Pueblo woman. Single mom. Marathon runner. Non-fiction reader. #NMProud",,66207,1521,1881
RepSylviaGarcia,1080587263132733442,"Houston, TX","Member of Congress, TX-29. Includes Houston, Galena Park, Jacinto City, South Houston & Pasadena. Passionate about public service. Fighting for working people.",https://t.co/8fsvZ7J993,17973,1296,1297
RepPressley,1080584229510172678,"Boston, MA",Do good. Do Work. Do #justice. Proudly representing the Massachusetts 7th. She/her. #MA7 #MAPoli (staff managed) IG: https://t.co/8U5pyazhmh,https://t.co/Gi2r2G5qdw,215371,622,1569
RepMeuser,1080574793630527505,,Proudly serving the hardworking taxpayers of Pennsylvania's 9th Congressional District.,https://t.co/SlBpB0i2kl,8270,250,406
RepDavidTrone,1080573351914061825,Maryland’s 6th District,"Congressman representing the 6th District of Maryland. Husband, Father, Business Owner.",https://t.co/YsuCO1X7X4,7437,914,858
RepSherrill,1080569698536878081,NJ,"Official Congressional account for Mikie Sherrill, proudly representing New Jersey's 11th District. Former Navy Pilot. Former Prosecutor. Mom of four.",https://t.co/oU3cdgwjfU,15689,436,945
RepUnderwood,1080539438508400642,,"Representing #IL14. Nurse, health enthusiast, advocate for the working families of Illinois. Member of @EdLaborCmte, @VetAffairsDems, @HomelandDems.",https://t.co/TAbRKqdyUm,77354,4181,648
RepDavids,1080516116395499522,"Kansas, USA",Proud to represent #KS03 in the United States Congress.,https://t.co/hd4ry6hCni,51966,357,655
RepArmstrongND,1080515866255593472,"Dickinson, ND and Washington, DC","I'm a lifelong, devoted North Dakotan and a tireless advocate for making North Dakota a better place to live and work.",https://t.co/bFYBcIEV4G,9537,281,629
RepRiggleman,1080504024695222273,"Nelson County, VA","Official Twitter for Congressman Denver Riggleman, proudly representing VA-05",https://t.co/FzMaNM6XGR,5687,99,901
repdelgado,1080485692298444800,,Proud to represent the people of New York's 19th Congressional District,,12332,66,1178
RepMarkGreen,1080477288955826176,,"Mark Green is a physician, businessman, and combat veteran representing Tennessee’s 7th District in Congress.",https://t.co/tBr76gfx9G,20408,836,865
RepKimSchrier,1080462532815532032,"Washington, DC",Proudly representing the people of Washington State’s 8th District. Pediatrician. Mom.,https://t.co/IurKFdz2L9,8016,74,395
Rep_Watkins,1080307235350241280,"Topeka, KS",Representing Kansas’ 2nd District in Congress #KS02,https://t.co/NOVR7WJIol,4130,3434,523
RepElaineLuria,1080292515939565568,"Norfolk, VA","Navy Veteran, small business owner, and mom. Proud to serve the people of Virginia’s 2nd Congressional District!",https://t.co/tVowHemMxf,14807,112,1174
RepAndyLevin,1080277407867772930,"Michigan, USA","Honored to represent #MI09 in Congress. Vice Chair of @EdLaborCmte, member of @HouseForeign. Democrat raising the standard of living for working people.",,14042,1962,771
RepAngieCraig,1080222360643485698,,"Official Twitter account of U.S. Rep Angie Craig representing Minnesota's 2nd CD.

📞: (651) 846-2120
🏢: 12940 Harriet Avenue South, #238, Burnsville, MN 55337",https://t.co/BKdiGpwNCb,16403,482,845
RepCunningham,1080198683713507335,,Official Twitter account of Rep. Joe Cunningham. Proud to serve the people of South Carolina's Lowcountry.,https://t.co/AcVCcsMkAz,17360,100,754
RepJasonCrow,1080191866509901826,,Dad. Husband. Former Army Ranger. Assistant Little League Baseball Coach. Proudly Serving Colorado’s 6th in the People’s House. 🏔,https://t.co/ExWo3nV1Up,12551,437,1042
RepLoriTrahan,1079802482640019456,"Massachusetts, USA",Proudly representing Massachusetts' 3rd Congressional District in the United States Congress. IG: https://t.co/vooOgovNqw 📞(978)-459-0101. #MA3,https://t.co/H4NmF9Ma2f,17781,926,2098
RepTimmons,1079770852302958592,,Proudly representing the people of the Upstate in the US House of Representatives (SC-04).,,2516,120,140
RepRashida,1079769536730140672,"Michigan, USA",Proudly serving Michigan's 13th Congressional District. #13thDistrictStrong,https://t.co/9yGTAWgQBV,224481,326,494
RepAOC,1079104563280527364,"Washington, DC","Congresswoman for NY-14 (the Bronx + Queens). In a modern, moral, and wealthy society, no American should be too poor to live.",https://t.co/v2uqN2fOcQ,194481,0,65
RepSusieLee,1079061579973439488,"Las Vegas, NV",Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Wife to Dan and mom to two great kids.,https://t.co/YgtZaY4FYe,12519,208,1960
RepAndyKimNJ,1078771848882593793,"Bordentown, NJ",Husband to my college sweetheart. Father to two troublemaking baby boys. Public servant and Congressman from New Jersey's Third District,https://t.co/8NkgQm9ePq,6419,334,568
RepSpanberger,1078771401497161728,"Virginia, USA","Proudly serving #VA07 in the U.S. House. Former CIA operative, former federal agent, and current Girl Scout leader. Mom of 3.",https://t.co/oq8e4gMMJ4,24971,686,1544
RepJoeNeguse,1078749802765139968,Northern Colorado,U.S. Rep. for Colorado’s 2nd District. @NRDems @HouseJudiciary @ClimateCrisis & Vice-Chair @USProgressives. Proud Husband. Dad. First-generation American.,https://t.co/uQl52J20Oh,16021,890,1855
RepRussFulcher,1078741899572240384,"Washington, DC",The Official Account of Idaho's First District Congressman Russ Fulcher. #ID01,https://t.co/DyAxM4ZKef,2903,204,357
SenatorRomney,1078693601356509184,"Salt Lake City, UT",United States Senator from the great state of Utah.,https://t.co/Jm8ULofrvE,49527,114,431
RepMaxRose,1078692057940742144,"Staten Island and South Brooklyn, NY","“Little Guy"" according to @CityandStateNY. ""Human Terrier"" according to @WashingtonPost. But Staten Islanders and South Brooklynites, please just call me Max.",https://t.co/nJq5nPN9Xw,16017,674,696
RepSlotkin,1078401427347857408,"Michigan, USA","Congresswoman for Michigan's 8th Congressional District. Proud Michigander. Former Acting Assistant Secretary of Defense, CIA analyst.",https://t.co/zH6SghCDpq,23707,542,478
RepColinAllred,1078355119920562176,"Dallas, TX","Official Twitter of Rep. Colin Allred #TX32. Civil rights attorney. Former Obama HUD and NFL player. Member of @transportDems, @houseforeign & @vetaffairsdems.",https://t.co/YsRl6ojVhH,13644,197,681
RepHaleyStevens,1076161611033968640,,Congresswoman for Michigan's 11th District.,https://t.co/PwGtudX2Y8,17860,285,1163
RepFletcher,1075904377221722113,"Houston, TX","Honored and proud to represent Texas' 7th Congressional District in Houston, where inclusion, innovation, and collaboration thrive.",https://t.co/X2zoyRX3KI,12979,98,827
RepPeteStauber,1075830599007510535,"Hermantown, MN",Proud to represent Minnesota's 8th Congressional District.,https://t.co/ry2cXXe5MN,3166,155,375
RepEscobar,1075517806551154689,"El Paso, TX",Tejana. Fronteriza. Proudly representing Texas' 16th Congressional District in the U.S. House of Representatives.,https://t.co/8S9GJ59vDq,56569,1379,2417
RepBryanSteil,1075205691621720064,,"Official Twitter account for Bryan Steil, proudly serving the people of Wisconsin’s 1st Congressional District. #WI01",https://t.co/hCUjGkefDJ,4321,204,820
RepHarley,1075080722241736704,"Washington, DC",Official account of the office of U.S. Congressmember Harley E. Rouda of California's 48th District.,https://t.co/OKg8nigo7p,12390,321,650
RepVanTaylor,1075040139351597056,"Plano, Texas",Proudly Serving the Third Congressional District of Texas.,https://t.co/aqeSw1xyWt,2433,211,291
RepDustyJohnson,1074782372594413569,"Mitchell, SD","South Dakota's lone U.S. Representative - husband, father, & proud South Dakotan.",https://t.co/O0W5qo3H9S,5773,150,499
RepBenCline,1072158357237174272,"Rockbridge County, Virginia",Representing the 6th District of Virginia. Member of House @EdLaborGOP and @JudiciaryGOP Committees.,https://t.co/85A2wNen3Y,7900,254,317
RepMikeLevin,1072134139560620033,California’s 49th District,"Proud husband/dad, SoCal native, clean energy advocate, environmental attorney, Stanford/Duke alum. U.S. Representative for CA-49. Official account.",https://t.co/OQ51VoCcrf,14103,337,650
RepSusanWild,1069636653353000962,United States,Proud to represent Pennsylvania's 7th Congressional District,,6645,537,1102
RepKatieHill,1068273911224094721,"Santa Clarita, CA","Congresswoman serving the Antelope, Simi & Santa Clarita Valleys in #CA25. But call me Katie. Let’s get to work.",https://t.co/bAFs5H574m,73275,1146,1258
repkevinhern,1067818539179024386,"Oklahoma, USA",Representing Oklahoma's 1st Congressional District in Congress,https://t.co/pgXBkmbKIa,2310,183,280
RepChrisPappas,1067748650485497862,"Manchester, NH","Member of Congress serving New Hampshire's 1st District | Life-long Manchester Resident, former Executive Councilor for District 4 | #NH01",https://t.co/4EQmOIv1cZ,7408,610,935
RepMGS,1067541214671577093,,Representing Pennsylvania's 5th Congressional District. Vice Chair @HouseJudiciary. Member of @RulesDemocrats.,https://t.co/oonUimBLPe,35312,911,2152
RepJoeMorelle,1064595993222615040,"Rochester, NY","Husband, father, and Congressman representing New York's 25th district.",https://t.co/Pz6DwDR8Rm,6458,782,1110
RepDeanPhillips,1061310112013434882,"Minnesota, USA","Exposing truth, cleaning-up corruption & inspiring collaboration in Congress. Member of House Financial Services, Foreign Affairs, & Ethics Committees. #MN03",https://t.co/shLWxHqqwP,14501,837,784
RepShalala,1060584809095925762,,"Proudly serving the people of #FL27. Former Prez of @Univmiami 🙌🏼, Sec. of @HHSgov, & @PeaceCorps volunteer.

Member of @EdLaborCmte and @RulesDemocrats.",https://t.co/2w8VpTjkGd,15310,554,1279
RepAGonzalez,1054381765224210432,,"Representing #OH16 in Congress. Northeast Ohio born and raised, husband, dad and Cuban-American. THE Ohio State University #11.",https://t.co/NyLN6B7xEX,4757,1085,429
RepHoulahan,1052896620797460481,"West Chester, PA","Air Force veteran, engineer, entrepreneur, educator and the first woman ever to represent Pennsylvania's 6th District in Congress.",https://t.co/CEcf35Zgdm,15841,163,1033
RepCloudTX,1039879658400112640,,Proudly representing the 27th Congressional District of Texas,https://t.co/mcimkA57Jl,5676,92,126
RepBalderson,1037341536592310272,"Zanesville, OH",Proudly serving Ohio's 12th Congressional District.,https://t.co/af3B3U9tRX,1771,323,444
RepTimBurchett,1028854804087492613,East Tennessee,"Congressman representing Tennessee's 2nd District. Husband to Kelly. Father to Isabel. Serve on House Budget, Foreign Affairs, and Small Business committees.",https://t.co/bFphy5OASq,5740,307,355
RepWexton,1017819745880543238,"Leesburg, VA","Mom to two boys & two rescue labs. Former state Senator, prosecutor, and advocate for abused children. Congresswoman serving the people of #VA10.",https://t.co/nwaJ1qDT84,20767,1209,1416
SenBillCassidy,1017500185356853248,"Baton Rouge, LA","Treated uninsured patients as a doctor in Louisiana’s charity hospital system, now serving the people of my state in the US Senate. Proud LSU grad! #GeauxTigers",https://t.co/yd6jxEbab5,13471,1089,1553
RepDLesko,996094929733652481,"Arizona, USA","Proudly representing Arizona's 8th Congressional District in Congress. Member of @HomelandGOP, @JudiciaryGOP and @RulesReps. #AZ08",https://t.co/NCZAf6lLOd,17770,949,1439
RepConorLamb,984456621417000960,"Mount Lebanon, PA","U.S. Representative for #PA17, including parts of Allegheny and Butler Counties, as well as all of Beaver County in southwestern PA.",https://t.co/IV72iCUpal,6005,253,348
SenHydeSmith,983348251972816896,Brookhaven,Office of U.S. Senator Cindy Hyde-Smith (R-Miss.).,https://t.co/cwhXwzYx2R,8251,592,941
SenDougJones,941080085121175552,"Birmingham, AL",Latest news from the Office of U.S. Senator Doug Jones. Account managed by staff. Tweets from the Senator signed -Doug.,https://t.co/ybmvFhggOr,22472,287,974
SenTinaSmith,941000686275387392,,"Mom, wife, daughter, & loving but distracted friend. US Senator, MN. Birdwatcher and hiker. Prefers window seats, donuts, & MN beer, all together when possible.",https://t.co/ijpKqkvEVA,42875,1787,2748
RepJohnCurtis,931614483050414080,Utah and DC,"Official account for United States Congressman John Curtis, self-proclaimed millennial. Proudly serving the people of Utah's 3rd district.",https://t.co/EXDQ281Hrl,4309,203,1898
gillibrandny,899978622416695297,New York,United States Senator for New York. Official Senate account. She/her.,https://t.co/a3YeRswNc4,11097,225,605
RepRalphNorman,880480631108644864,"South Carolina, USA",Official account of U.S. Congressman Ralph Norman. Proudly serving the 5th congressional district of South Carolina.,https://t.co/cjGUNi1VrC,8981,682,1634
RepRonEstes,854715071116849157,"Wichita, KS",Official Twitter of Congressman Ron Estes. Proudly serving the 4th District of Kansas🌻#KS04,https://t.co/NJSexJkaxg,4844,1873,1038
RepClayHiggins,843636970538618880,,Proudly representing #LA03 in the U.S. House of Representatives. Member of @HouseHomeland and @GOPOversight.,https://t.co/kn0lLe2Ivj,9695,370,1100
RepRutherfordFL,828977216595849216,"Washington, DC",Proudly serving NE FL District 4.  Former Sheriff focused on keeping communities safe & protecting your rights. @HouseAppropsGOP,https://t.co/wj7pQPamPu,5878,474,1166
RepMikeJohnson,827279765287559171,"Washington, DC",Proudly serving Louisiana's 4th Congressional District. Chairman of @RepublicanStudy. Member on @HouseJudiciary & @NatResources.,https://t.co/qLAyhrFbRl,8303,384,1708
RepJenniffer,819744763020775425,"Washington, DC and Puerto Rico","Proudly representing the 3.2 million U.S. citizens of Puerto Rico in Congress. Member of @NatResources, @TransportGOP and @HouseGOP.",https://t.co/Q6xGtqpo7F,17041,667,5554
RepDonBacon,818975124460335106,"Papillion, NE",Serving great constituents of NE-02. Married to Angie with four children and five grandchildren. Brigadier General USAF (Ret.) User policy https://t.co/AeMcX3biFi,https://t.co/urUnLTdvSE,9546,553,6884
RepMattGaetz,818948638890217473,,Official Twitter for Congressman Matt Gaetz. Proud conservative who is honored to serve the First District of Florida.,https://t.co/GcjK1dZCtR,395729,898,4289
RepDarrenSoto,818713465653051392,"Kissimmee, Florida","Proudly representing Central Florida's 9th District: Osceola County, parts of Orange & Polk counties. 🇺🇸🇵🇷 Member of @EnergyCommerce @NRDems @HispanicCaucus",https://t.co/3Iswy0Rzuf,11623,3824,3536
SenJackyRosen,818554054309715969,"Las Vegas, NV",U.S. Senator for Nevada.,https://t.co/BHuJG9D5U9,22422,260,4561
RepGonzalez,818536152588238849,,Proudly representing the 15th District of Texas in U.S. Congress   #TX15GettingItRight,https://t.co/SR7eieBdVD,6094,347,1278
RepAlLawsonJr,818472418620608512,"Tallahassee, FL/ Jacksonville, FL",Serving #Florida's Fifth District #ForThePeople l Member of @FSCDems and @HouseAgDems l Husband. Father. Grandfather l #FSU Seminole & #FAMU Rattler 🐍,https://t.co/JthwHkp948,8207,1030,1232
RepTedBudd,817138492614524928,"Davie County, North Carolina",Proudly serving the 13th district of North Carolina. #NC13,https://t.co/VTsvWe0pia,12740,308,1693
RepEspaillat,817076257770835968,https://www.facebook.com/Congr,Proudly serving New York’s 13th Congressional District. @HispanicCaucus @HouseForeign @TransportDems @HouseSmallBiz. Follow my work in Washington and #NY13,https://t.co/lcRqmQFAbz,15977,1539,8711
RepLBR,817050219007328258,"Delaware, USA - Washington, DC",Official Twitter page for U.S. Representative Lisa Blunt Rochester (D-DE).,https://t.co/Fe3XCG51wO,11577,512,1066
RepBarragan,816833925456789505,"San Pedro, CA",Honored to represent CA's 44th Congressional District. #CA44 Member of @EnergyCommerce @HomelandDems @HispanicCaucus @USProgressives.  @Dodgers fan.,https://t.co/Mt3nPhPH19,29385,8624,4167
RepLizCheney,816719802328715264,"Wyoming, USA","Official Page of Congressman Liz Cheney, proudly representing the people of Wyoming. Chair of the House Republican Conference",https://t.co/lBZ7grmfdz,34971,77,504
RepTomSuozzi,816705409486618624,"Glen Cove, NY","Representing New York's 3rd Congressional District including parts of Queens, Nassau and Suffolk counties. https://t.co/aWr41ZGlpq",https://t.co/W1aDTzXG3i,10372,111,1049
SenJohnKennedy,816683274076614656,Louisiana,The official Twitter page for U.S. Senator John N. Kennedy (R-La.) https://t.co/4ceoNzx1Ck,https://t.co/idGDfTIv0R,76407,1333,1810
RepAndyBiggsAZ,816652616625168388,"Arizona, USA",Representing Arizona's Fighting Fifth.,,61634,1531,6884
RepBrianFitz,816303263586914304,"Levittown, PA","An independent voice for the people of #PA01. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds",,12905,193,1366
RepRoKhanna,816298918468259841,"Silicon Valley, CA",Rep. Silicon Valley's #CA17. Working to create proposals for jobs in areas left behind & tax credits for working class. Restraint in foreign policy. No PAC $.,https://t.co/zsSd8FqNef,57096,1220,7399
RepArrington,816284664658874368,West Texas,Proudly representing the good people of West Texas in Congress.,https://t.co/DZziBJQejF,8850,1281,1918
RepMcEachin,816181091673448448,,"Father, husband & Progressive Democrat. Proudly representing VA’s Fighting 4th Congressional District #VA04. Member @EnergyCommerce  @climatecrisis & @NRDems.",https://t.co/IsHgFCD4gT,8891,1306,3994
RepCarbajal,816157667882373120,,"Father, husband, & veteran proudly representing California’s 24th District. Working to protect the environment, improve our economy, and support our veterans.",https://t.co/NUyaVL9EFp,10530,864,2469
RepRooney,816111677917851649,SWFL,Honored to serve the citizens of Florida's 19th Congressional District. Official Government account.,,8798,460,951
RepCharlieCrist,816030424778543104,"St Petersburg, FL",Representing Florida's 13th Congressional District in the U.S. House of Representatives.,https://t.co/fTF3LKbrKV,11237,334,2490
RepDavidKustoff,816012124505931780,"TN-08/Washington, DC","Official news and updates from Congressman David Kustoff, Proudly serving the 8th District of Tennessee",https://t.co/ZB6hjscM8M,8959,725,1456
RepLouCorrea,815985039485837312,"Santa Ana, CA",Father. Public servant. Member of Congress. @HouseJudiciary @HomelandDemsHouse,https://t.co/BEpOrcEkaK,8749,8,594
RepGallagher,815966620300480514,"Green Bay, WI","Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo. https://t.co/D2ANAop3fA",https://t.co/uBDJgXRW2D,17488,413,2550
DrNealDunnFL2,815952318487298048,,Official government Twitter account for Congressman Neal Dunn (FL-02).,https://t.co/6TJeLaAA4w,7075,239,1614
RepJayapal,815733290955112448,"Seattle, WA","Congresswoman & lifelong organizer. Proudly serving WA-07. Co-Chair of @USProgressives, Member of @HouseJudiciary, @EdLaborCmte and @HouseBudgetDems. She/her.",https://t.co/bFjm8t92H0,206523,2681,16370
RepJoshG,815310506596691968,,"Honored to serve the people of New Jersey's 5th District. Working across the aisle to solve problems, lower taxes, and fight for Jersey values.",https://t.co/ceIx0jIT4u,10448,82,3968
CongressmanRaja,814179031956488192,"Schaumburg, IL","Official Twitter account of Congressman Raja Krishnamoorthi, representing Illinois' 8th Congressional District.",https://t.co/zHGbk8wDWc,19936,2533,3903
RepBrianMast,814103950404239360,,"Proud husband, father of 4 & Army veteran.  Humbly serving the 18th Congressional District of Florida. Please contact me if you need assistance.",https://t.co/FobaV8QhPg,17739,465,2362
RepTrey,811986281177772032,Indiana's 9th District,Proudly serving my fellow Hoosiers of Indiana's 9th District. Member of the House Financial Services Committee.,,9030,624,680
RepPaulMitchell,811632636598910976,,"Official account for Congressman Paul Mitchell #MI10
Follow me on Instagram ➡️ https://t.co/PbbvZmjrjJ",https://t.co/zSBYj2y0i6,6860,416,1628
SenCortezMasto,811313565760163844,,U.S. Senator from the great state of Nevada.,https://t.co/v6sRnbH7nI,39018,838,5876
RepOHalleran,808416682972770304,"Arizona, USA","Proud husband, father, and grandfather. Fighting for #AZ01 families and co-chairing the @HouseBlueDogs Coalition.",https://t.co/qWMQM5cABj,14174,5719,3587
RepRaskin,806906355214852096,Maryland's 8th District,Proudly serving MD's 8th District. Member of: @rulesdemocrats | @housejudiciary | @oversightdems | @houseadm_dems. https://t.co/EkyEyszJWc,https://t.co/bo0IGrClrq,65622,4639,7016
RepDrewFerguson,806583915012046854,"West Point, GA",Proud to serve the good people of Georgia's 3rd District in Congress,,7254,96,1657
SenKamalaHarris,803694179079458816,,United States Senator for California,https://t.co/d7fwQc0xoD,939147,664,3788
RepValDemings,798973032362606600,"Washington, DC I Orlando, FL",U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,https://t.co/9DRF1GBZ3J,31303,816,5083
RepJimmyPanetta,796736612554117120,,I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.,https://t.co/9QMrnfxHRG,9474,521,2372
RepStephMurphy,796183515998068736,"Winter Park, FL",Fighting for progress and proudly representing Seminole & Orange Counties in the U.S. House of Representatives. #FL07,https://t.co/7stdgh39et,23545,1072,2704
RepMarshall,752364246218862592,"Great Bend, KS","Physician, Grandpa, Congressman representing Kansas' Big 1st District",https://t.co/gU0Halbo1e,2023,0,0
WarrenDavidson,742735530287304704,"Washington, DC",U.S. Congressman serving Ohio's 8th District. Constitutionalist and former Army Ranger. It's not compassionate to bankrupt America!,https://t.co/EbtGc7u36x,18382,4147,2904
CongBoyle,4304448314,,"Official Leg. account of Rep. Brendan Boyle. Co-Chair @BlueCollarDems, Proud Father, Loyal Philly sports fan and Fighter for the PA-02 Congressional District",https://t.co/jKJoNseYtJ,12300,3669,3979
GReschenthaler,4205133682,,Representing the people of PA-14 in the U.S. House of Representatives.,https://t.co/BBptULmIUQ,8738,283,1249
RepLaHood,3686482216,IL-18 Congressional District,Proudly representing the 18th Congressional District of Illinois. Member of @WaysandMeansGOP.,https://t.co/4Vsi29h4ty,14265,1030,1848
RepTrentKelly,3317799825,,"Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives. 
Rt's & likes ≠ Endorsements",http://t.co/qE8a4JH0Dl,8791,3501,1605
DonaldNorcross,3122099613,,"Congressman, NJ-01 • Electrician • Born & Raised in South Jersey • Husband, Dad, Granddad • @EdLaborCmte Member • @HASCDemocrats TAL Chair",https://t.co/yD13GE8LK4,9838,1237,7580
